ID,car_name,Consumer reviews,review1,review2,review3,combined_reviews,sentiment_scores,compound,rating
63,hyundai Accent,5.0,We just bought a Hyndaui Accent love the gas mileage excellent!!!,,,We just bought a Hyndaui Accent love the gas mileage excellent!!!  ,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.8682}",0.8682,5
64,hyundai Terracan,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
65,hyundai Getz,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
66,hyundai Amica,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
67,mercedes SLK,5.0,"I have not owned a convertible since I was a teenager. I have owned this car since 2015 and still love driving it. It still looks like new, drives like new and feels like new. I am the second owner. The first owner had a little scrape on the driver fender as he was coming into the garage. Well, guess what, my cat ran in front of me as I was pulling into the garage and I put a small scrape on the passenger fender. Unfortunately, our insurance companies classified these scrapes as ""accidents"", so there goes part of the value on my beautiful car. If I hadn't told you this, you would see the car looks as good as new. I get compliments on the car every time I take it our for a run. It still looks and performs as if it were new. LOVE this little car. Wish I could have found it sooner. Great news. Mercedes just extended their warranty for this car model years 2012-2015, 120K miles or 10 years from date of purchase. No extra cost.","If this is a midlife crisis I'm all for it! I recently purchased this used, original owner took great care of it. The 350 has a lot more pep than the 250, enough to make me pass on the 250. Either way, it has great road feel, lays low and tight to the ground, doesn't feel twitchy at all and yet it awakens when you simply tap the gas. I love driving it around with the top down. Well appointed, nice leather and controls, screen is a little small and I wish it was a touch screen. I have better nav and screen in my Toyota Avalon. Aside from that, a beautiful, elegant piece of machinery.","I bought this car used and had it for a month now. It is a great car with good power and handling. My other car is a 2011 BMW 535xi. This hardtop convertible is just what I needed for summer months. I hope it holds well. I actually like to driver interface, controls and navigation better than those of BMW.","I have not owned a convertible since I was a teenager. I have owned this car since 2015 and still love driving it. It still looks like new, drives like new and feels like new. I am the second owner. The first owner had a little scrape on the driver fender as he was coming into the garage. Well, guess what, my cat ran in front of me as I was pulling into the garage and I put a small scrape on the passenger fender. Unfortunately, our insurance companies classified these scrapes as ""accidents"", so there goes part of the value on my beautiful car. If I hadn't told you this, you would see the car looks as good as new. I get compliments on the car every time I take it our for a run. It still looks and performs as if it were new. LOVE this little car. Wish I could have found it sooner. Great news. Mercedes just extended their warranty for this car model years 2012-2015, 120K miles or 10 years from date of purchase. No extra cost. If this is a midlife crisis I'm all for it! I recently purchased this used, original owner took great care of it. The 350 has a lot more pep than the 250, enough to make me pass on the 250. Either way, it has great road feel, lays low and tight to the ground, doesn't feel twitchy at all and yet it awakens when you simply tap the gas. I love driving it around with the top down. Well appointed, nice leather and controls, screen is a little small and I wish it was a touch screen. I have better nav and screen in my Toyota Avalon. Aside from that, a beautiful, elegant piece of machinery. I bought this car used and had it for a month now. It is a great car with good power and handling. My other car is a 2011 BMW 535xi. This hardtop convertible is just what I needed for summer months. I hope it holds well. I actually like to driver interface, controls and navigation better than those of BMW.","{'neg': 0.031, 'neu': 0.754, 'pos': 0.215, 'compound': 0.9974}",0.9974,5
68,mercedes S Class,3.6,"I guess every maker has a bad year. I think itÂfs MBÂfs turn. IÂfve had this new 2019 S560 4matic sedan 5 months, and all 5, battled operational and technology issues, PLUS, a dealer who has REFUSED to fix the car! And MBUSA has refused to get in the middle. The car will not shift - 3 times in one day, itÂfs confused, wonÂft shift into park, and the shifter operates the NAV screen! I felt like I was being taken over by a machine in Terminator and my car was rebelling. Many technology issues, such as not using a contact for directions - it tells me info is missing, even though itÂfs there. WonÂft load all my contacts (yes, IÂfve done everything all the books and MB says), my doors suddenly wonÂft unlock and I have the key fob. All except technology failures, are intermittent but enough I can not trust the car again. It doesnÂft help the dealer actually refused to take the car, wonÂft send anyone to view the problems so I can create them, MB executive relations wonÂft get in the middle, and IÂfm stuck with a car I rightly canÂft trust to drive.","A month ago I traded in my 2015 S 550 for a 2019 S 450, my 4th S Class and our 7th Benz. It has already been in the shop twice -- the nav system can not find certain mature house numbers and zip codes and the onboard owner's manual does not open. The folding mirrors have failed to fold twice when the doors are locked. The Merecedes shop keeps talking about software upgrades which makes me wonder if all 2019 S Class cars have these problems, or only mine. I have sent e-mails to Mereceds-Benz Germany, who says that the responsibility is with MBUSA, and MBUSA armwaves saying the car has a warranty. If the Mercedes shop is unable to fix the car the warranty is useless. Not what one would expect from a company that brags ""Das Beste oder nichts"". After six visits to the shop the nav system is dysfunctional. I recently checked a 2019 CLS 450 --- same problem with the nav system as on my S 450. My 2019 S 450 also developed a problem with the Easy Entry/Exit system. The steering wheel no longer moves up or down. The shop fixed it but the fix did not last long.",Best sedan ever n the road today,"I guess every maker has a bad year. I think itÂfs MBÂfs turn. IÂfve had this new 2019 S560 4matic sedan 5 months, and all 5, battled operational and technology issues, PLUS, a dealer who has REFUSED to fix the car! And MBUSA has refused to get in the middle. The car will not shift - 3 times in one day, itÂfs confused, wonÂft shift into park, and the shifter operates the NAV screen! I felt like I was being taken over by a machine in Terminator and my car was rebelling. Many technology issues, such as not using a contact for directions - it tells me info is missing, even though itÂfs there. WonÂft load all my contacts (yes, IÂfve done everything all the books and MB says), my doors suddenly wonÂft unlock and I have the key fob. All except technology failures, are intermittent but enough I can not trust the car again. It doesnÂft help the dealer actually refused to take the car, wonÂft send anyone to view the problems so I can create them, MB executive relations wonÂft get in the middle, and IÂfm stuck with a car I rightly canÂft trust to drive. A month ago I traded in my 2015 S 550 for a 2019 S 450, my 4th S Class and our 7th Benz. It has already been in the shop twice -- the nav system can not find certain mature house numbers and zip codes and the onboard owner's manual does not open. The folding mirrors have failed to fold twice when the doors are locked. The Merecedes shop keeps talking about software upgrades which makes me wonder if all 2019 S Class cars have these problems, or only mine. I have sent e-mails to Mereceds-Benz Germany, who says that the responsibility is with MBUSA, and MBUSA armwaves saying the car has a warranty. If the Mercedes shop is unable to fix the car the warranty is useless. Not what one would expect from a company that brags ""Das Beste oder nichts"". After six visits to the shop the nav system is dysfunctional. I recently checked a 2019 CLS 450 --- same problem with the nav system as on my S 450. My 2019 S 450 also developed a problem with the Easy Entry/Exit system. The steering wheel no longer moves up or down. The shop fixed it but the fix did not last long. Best sedan ever n the road today","{'neg': 0.125, 'neu': 0.834, 'pos': 0.04, 'compound': -0.9873}",-0.9873,1
69,mercedes SL CLASS,4.3,"You have no surround system, all you hear is the front speakers when the top is down. It needs front to back fader control that all S and GLS classes cars have!!!!","No sound from rear speakers when tuned into XM Satellite radio, only works with CDÂfs. I never had this problem with S and GLS models!!","Looks, feel, and comfort!!!!! I could not ask for more. Lives up to the integrity of the Mercedes Legend. ","You have no surround system, all you hear is the front speakers when the top is down. It needs front to back fader control that all S and GLS classes cars have!!!! No sound from rear speakers when tuned into XM Satellite radio, only works with CDÂfs. I never had this problem with S and GLS models!! Looks, feel, and comfort!!!!! I could not ask for more. Lives up to the integrity of the Mercedes Legend. ","{'neg': 0.102, 'neu': 0.818, 'pos': 0.081, 'compound': -0.4201}",-0.4201,1
70,mercedes G Class,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
71,mercedes GLE Class,4.6,"The car is beautiful. However, missing several features other cars have. Less than 800 miles and itÂfs been in the service department more than in my garage. Had a bolt missing/ broken, terrible noise of things flapping/rattling on the passenger side. Picked up car on Wednesday, had it towed on FridayÂc.ÂhReversing Not Possible. Service RequiredÂh. Over a week now waiting to get it?backÂc..still in a loaner.","Extra leg room is improved. Headlights are the best. I am very pleased Mercedes went away from run flat tires. They are noisy, rough, and cannot be repaired. Fit and finish is excellent. Drives great!","I took delivery in December and immediately fell in-love. I upgraded from a 2016 Volkswagen Touareg and everything about this car is worth the $15k increase in MSRP (mine came in at $71k.) I'm averaging 24.8 MPG with mixed/highway driving over 3,600mi. On a recent road-trip I averaged 30MPG by going the speed limit (Sacramento to Los Angeles.) I love that I can drive 500mi on a tank of?gas. I am super disappointed that MBUX doesn't include wireless CarPlay (something available on all 2020+ VW models.) I had issues with the MBUX taking 2+ minutes to load randomly, but that hasn't happened since the recent software update. The panoramic sunroof opens way larger than the X5, but I wish it had the ambient sunroof lighting like the X5. I have the GLE 350 4matic and while the engine doesn't sound pleasant, the performance is on-par and worth it for better efficiency. I do feel like 4matic is more front wheel drive biased compared the competition (I've experienced loss of traction while accelerating hard.) I noticed reviews saying that your pant legs would get dirty when you get in the car; I have this issue too. I feel exceptionally safe in this SUV and love the driver's assistance package. I do wish there was a quicker way to disable the active lane departure warning (it's quite aggressive and disturbs the otherwise exceptional ride.) The active driving assistance (and active lane change assist) make highway driving so easy. The traffic jam assist gets too close to cars for my comfort, but otherwise works as expected. The 360 camera isn't as good as Audi/BMW but it's better than any mainstream brand and I find it very helpful. I tried the automated parallel parking feature twice and it parks as well (or as poorly) as the vehicles you park in-between. Overall, I am very pleased with my purchase and intend to keep it until at least the warranty runs out (which is 10k short bumper-to-bumper and 50k miles short for powertrain compared to my Touareg.)","The car is beautiful. However, missing several features other cars have. Less than 800 miles and itÂfs been in the service department more than in my garage. Had a bolt missing/ broken, terrible noise of things flapping/rattling on the passenger side. Picked up car on Wednesday, had it towed on FridayÂc.ÂhReversing Not Possible. Service RequiredÂh. Over a week now waiting to get it?backÂc..still in a loaner. Extra leg room is improved. Headlights are the best. I am very pleased Mercedes went away from run flat tires. They are noisy, rough, and cannot be repaired. Fit and finish is excellent. Drives great! I took delivery in December and immediately fell in-love. I upgraded from a 2016 Volkswagen Touareg and everything about this car is worth the $15k increase in MSRP (mine came in at $71k.) I'm averaging 24.8 MPG with mixed/highway driving over 3,600mi. On a recent road-trip I averaged 30MPG by going the speed limit (Sacramento to Los Angeles.) I love that I can drive 500mi on a tank of?gas. I am super disappointed that MBUX doesn't include wireless CarPlay (something available on all 2020+ VW models.) I had issues with the MBUX taking 2+ minutes to load randomly, but that hasn't happened since the recent software update. The panoramic sunroof opens way larger than the X5, but I wish it had the ambient sunroof lighting like the X5. I have the GLE 350 4matic and while the engine doesn't sound pleasant, the performance is on-par and worth it for better efficiency. I do feel like 4matic is more front wheel drive biased compared the competition (I've experienced loss of traction while accelerating hard.) I noticed reviews saying that your pant legs would get dirty when you get in the car; I have this issue too. I feel exceptionally safe in this SUV and love the driver's assistance package. I do wish there was a quicker way to disable the active lane departure warning (it's quite aggressive and disturbs the otherwise exceptional ride.) The active driving assistance (and active lane change assist) make highway driving so easy. The traffic jam assist gets too close to cars for my comfort, but otherwise works as expected. The 360 camera isn't as good as Audi/BMW but it's better than any mainstream brand and I find it very helpful. I tried the automated parallel parking feature twice and it parks as well (or as poorly) as the vehicles you park in-between. Overall, I am very pleased with my purchase and intend to keep it until at least the warranty runs out (which is 10k short bumper-to-bumper and 50k miles short for powertrain compared to my Touareg.)","{'neg': 0.075, 'neu': 0.754, 'pos': 0.171, 'compound': 0.995}",0.995,5
72,mercedes GLA Class,4.2,"I have been driving the GLA250 for about a half year. Absolutely no problems. It was parked outside in last year's Boston extreme winter and drove in the snow and ice like a champion. The car is a delight to drive. Fast with average 26 mpg (90% city, 30-31 mpg on highway at brisk speeds). I find the GLA a beautiful design and I received many compliment for it (often from Europeans who?value the practical hatchbacks more than US drivers). What I don't enjoy is the wind noise on the highway, the very little leg room in the back and the low roof line at the front (I am 6'2"")....but all those are compensated well by overall joy driving this car. I tested the BMW X1 and Audi Q3. Nothing changed after a year and a half. The car goes to a Mercedes dealer's service once a year. In between only gas and windshield washer tanks need fill up. Not even the tires needed air since I bought the car. (Here I had a line that claimed that the transmission settings were updated but I was wrong. It was wishful thinking. Sadly.) I had no technical problems in the first two years. UPDATE: Two and a half years of driving the GLA250 the car had no problem whatsoever. The single thing I am very unhappy about is the transmission's ECO mode. That is rather bad for a Mercedes. In the city (especially at slow cornering) the downshifting is delayed and abrupt. It shifts from 3 to 2 with a sudden jerk and unpleasant jump in gear2. The other shortcoming is - what many complained about - is the tendency of shifting into gear 7 also in ECO at ~ 35 mph which is annoying. The 2016 model has multiple gear options (e.g. comfort) but Mercedes won't bother to make the 2015 models any better by updating the software. This is such a disappointment in this otherwise great car that I am considering trading it in soon for a different brand. YEAR THREE UPDATE: See that for my initial impressions of the GLA250 above. Now the car turned three years old. Still running beautifully. The engine is superb. The transmission as annoying as ever and it was pointed out by a large number of reviewers. MB still does not bother upgrading the shifting properties. That is poor customer support especially because so many of us requested it. I took the car for the third annual service and they told me I need new tires. The car ran only 17500 miles and the Bridgestone Duellers are worn out on the front wheels (not sure whther they rotated them or not). They wanted to sell me that same junk tires again. What more, the Bridgestones come with NO WARRANTY (except defects). No minimum mileage, nothing. This is MB OEM quality and a $40k car. Last time I encountered this kind of tire ""warranty"" was my parents Russian Lada in the 1970s. If Mercedes thinks that this is their entry level car and people will buy higher class Benzes they ought to make a better impression. THREE + HALF YEAR UPDATE: I replaced those low quality Bridgestone tires with non-runflat Continentals. I bought a Mercedes donut spare wheel that I keep it in the trunk. Guess what? The trunk became so small (with the wheel in it) that a Porsche 911 may have more storage space. No technical issues. MB recalled it for an airbag grounding that was done on 30 minutes as promised. Herb Chambers' MB service is great. I can not say the same about Herb Chambers' sales. They can not confirm that I purchased an extended warranty for the car in 2015 and want me to buy that again. I asked them to check the warranty but they did not bother to respond. The 2019 facelift looks attractive. Since the BMW X2 is a massively ugly version of the double-boring X1 I may stick to the GLA and consider trading mine for the 2019 model. But first I check out the transmission :-)","I got the sea blue and boy does it turn heads. Its my first automatic in years, which is a bit of a bummer because off the starting line it can be less than exciting. The Sport mode changes everything quickly- i love it. Gas mileage on highways is superb, gas mileage through the town is just ok. I really like the car a lot, and I adore it's looks. I wish the nav didn't misunderstand?every single thing I say- it makes it easy less convenient than just talking to Siri on my iPhone through bluetooth. I wouldn't pay for that next time. Back seat isn't perfect, but you don't buy a car this size hoping for a giant backseat. I really find myself paddle shifting more than I expected, and I really like the sunroof and stereo quality. The climate is almost too cold. Great color. My first Benz and I significantly like it more than my husbands new c250 coupe.","0-60 in just 4.2 sec and runs the 1/4 in 12.8 at 109 ... and it is a 4 cylinder! Handles great, sounds even better with the race exhaust. I looked at the SQ5 and found the outdated shape not thrilling anymore ... Looked at the Porsche Macan but the price with options and the wait time seemed outrageous and then add the maintenance cost and the fact that it rides like a truck ... I looked at the new Lexus NX but the lack of power and handling seemed weak at best. Same thing with the Q3. The GLA 250 seemed to be the better deal ... until I tested the GLA45 ... the rest is history.","I have been driving the GLA250 for about a half year. Absolutely no problems. It was parked outside in last year's Boston extreme winter and drove in the snow and ice like a champion. The car is a delight to drive. Fast with average 26 mpg (90% city, 30-31 mpg on highway at brisk speeds). I find the GLA a beautiful design and I received many compliment for it (often from Europeans who?value the practical hatchbacks more than US drivers). What I don't enjoy is the wind noise on the highway, the very little leg room in the back and the low roof line at the front (I am 6'2"")....but all those are compensated well by overall joy driving this car. I tested the BMW X1 and Audi Q3. Nothing changed after a year and a half. The car goes to a Mercedes dealer's service once a year. In between only gas and windshield washer tanks need fill up. Not even the tires needed air since I bought the car. (Here I had a line that claimed that the transmission settings were updated but I was wrong. It was wishful thinking. Sadly.) I had no technical problems in the first two years. UPDATE: Two and a half years of driving the GLA250 the car had no problem whatsoever. The single thing I am very unhappy about is the transmission's ECO mode. That is rather bad for a Mercedes. In the city (especially at slow cornering) the downshifting is delayed and abrupt. It shifts from 3 to 2 with a sudden jerk and unpleasant jump in gear2. The other shortcoming is - what many complained about - is the tendency of shifting into gear 7 also in ECO at ~ 35 mph which is annoying. The 2016 model has multiple gear options (e.g. comfort) but Mercedes won't bother to make the 2015 models any better by updating the software. This is such a disappointment in this otherwise great car that I am considering trading it in soon for a different brand. YEAR THREE UPDATE: See that for my initial impressions of the GLA250 above. Now the car turned three years old. Still running beautifully. The engine is superb. The transmission as annoying as ever and it was pointed out by a large number of reviewers. MB still does not bother upgrading the shifting properties. That is poor customer support especially because so many of us requested it. I took the car for the third annual service and they told me I need new tires. The car ran only 17500 miles and the Bridgestone Duellers are worn out on the front wheels (not sure whther they rotated them or not). They wanted to sell me that same junk tires again. What more, the Bridgestones come with NO WARRANTY (except defects). No minimum mileage, nothing. This is MB OEM quality and a $40k car. Last time I encountered this kind of tire ""warranty"" was my parents Russian Lada in the 1970s. If Mercedes thinks that this is their entry level car and people will buy higher class Benzes they ought to make a better impression. THREE + HALF YEAR UPDATE: I replaced those low quality Bridgestone tires with non-runflat Continentals. I bought a Mercedes donut spare wheel that I keep it in the trunk. Guess what? The trunk became so small (with the wheel in it) that a Porsche 911 may have more storage space. No technical issues. MB recalled it for an airbag grounding that was done on 30 minutes as promised. Herb Chambers' MB service is great. I can not say the same about Herb Chambers' sales. They can not confirm that I purchased an extended warranty for the car in 2015 and want me to buy that again. I asked them to check the warranty but they did not bother to respond. The 2019 facelift looks attractive. Since the BMW X2 is a massively ugly version of the double-boring X1 I may stick to the GLA and consider trading mine for the 2019 model. But first I check out the transmission :-) I got the sea blue and boy does it turn heads. Its my first automatic in years, which is a bit of a bummer because off the starting line it can be less than exciting. The Sport mode changes everything quickly- i love it. Gas mileage on highways is superb, gas mileage through the town is just ok. I really like the car a lot, and I adore it's looks. I wish the nav didn't misunderstand?every single thing I say- it makes it easy less convenient than just talking to Siri on my iPhone through bluetooth. I wouldn't pay for that next time. Back seat isn't perfect, but you don't buy a car this size hoping for a giant backseat. I really find myself paddle shifting more than I expected, and I really like the sunroof and stereo quality. The climate is almost too cold. Great color. My first Benz and I significantly like it more than my husbands new c250 coupe. 0-60 in just 4.2 sec and runs the 1/4 in 12.8 at 109 ... and it is a 4 cylinder! Handles great, sounds even better with the race exhaust. I looked at the SQ5 and found the outdated shape not thrilling anymore ... Looked at the Porsche Macan but the price with options and the wait time seemed outrageous and then add the maintenance cost and the fact that it rides like a truck ... I looked at the new Lexus NX but the lack of power and handling seemed weak at best. Same thing with the Q3. The GLA 250 seemed to be the better deal ... until I tested the GLA45 ... the rest is history.","{'neg': 0.088, 'neu': 0.763, 'pos': 0.149, 'compound': 0.9971}",0.9971,5
73,mercedes A Class,5.0,Drives Amazing,,,Drives Amazing  ,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,5
74,mercedes B Class,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
75,mercedes GLC Class,5.0,Perfect Mercedes-Benz...Couldn't ask for a more pristine vehicle!,Smooth comfortable drive yet very quick and sports feel. Great style and cool presence.,,Perfect Mercedes-Benz...Couldn't ask for a more pristine vehicle! Smooth comfortable drive yet very quick and sports feel. Great style and cool presence. ,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9286}",0.9286,5
76,mercedes C Class,4.1,"Traded in my 2014 C250 coupe. This is my second C300 sedan. Wow! This car is so nice to drive. Quiet, composed, sporty when you want it to be. I've gotten so many compliments on how beautiful the car is. I didn't get the larger wheels because I wanted the ride to be as soft as possible. Added the $5000 package and it has all the luxury i need. Seats are extremely comfortable, Steering is concise and light. Gear shifts using the paddles are immediate. Fuel economy is pretty good. Averaging 27 mpg combined. If I had one complaint it would be the back seats. They are a bit uncomfortable. Sit a an odd angle and I didn't really feel comfortable in them. Not that I care, really. It's all about the driver seat and that is superb!","Quick, Sleek, Sporty, Fast and Fun Piston cracked, Broke down, smoke coming from everywhere 47,000 miles","MB does not provide a tire jack and wrench with these new models because they come with run-flat tires. If this is your first MB, even though the concierge explains all the features to you when you pick up the car, it's hard to remember everything he/she says. Read your owner's manual and refer to the MB online vidoes on how to operate certain features of the car.","Traded in my 2014 C250 coupe. This is my second C300 sedan. Wow! This car is so nice to drive. Quiet, composed, sporty when you want it to be. I've gotten so many compliments on how beautiful the car is. I didn't get the larger wheels because I wanted the ride to be as soft as possible. Added the $5000 package and it has all the luxury i need. Seats are extremely comfortable, Steering is concise and light. Gear shifts using the paddles are immediate. Fuel economy is pretty good. Averaging 27 mpg combined. If I had one complaint it would be the back seats. They are a bit uncomfortable. Sit a an odd angle and I didn't really feel comfortable in them. Not that I care, really. It's all about the driver seat and that is superb! Quick, Sleek, Sporty, Fast and Fun Piston cracked, Broke down, smoke coming from everywhere 47,000 miles MB does not provide a tire jack and wrench with these new models because they come with run-flat tires. If this is your first MB, even though the concierge explains all the features to you when you pick up the car, it's hard to remember everything he/she says. Read your owner's manual and refer to the MB online vidoes on how to operate certain features of the car.","{'neg': 0.066, 'neu': 0.796, 'pos': 0.138, 'compound': 0.9663}",0.9663,5
77,mercedes E Class,4.8,"This beautiful car was delivered to me directly from Germany. Brand new from the factory. Ordered it loaded with options; all leather interior, wood and leather steering wheel, ventilated seats, Burmester sound system etc. The first thing that was pointed out to me by the dealership was the scratch on the hood. Yes, there was a scratch that happened during shipping. I wasn't pleased but of course they're going to fix it. Upon arriving at home with the new car I noticed that the driver's seat did not move back and the seatback actually pushed me forward into the steering wheel when I turned the car off. I was shocked when this happened, as the seatback angle was quite extremely angled toward the wheel. I worked with the ""easy enter/exit"" settings to no avail. This thing was malfunctioning no matter what I did. The car has been to the dealership twice for this problem and it is STILL not fixed. I finally gave up and turned off the enter/exit function. So now I have to manually slide the seat back when getting in and out of the car. The seat memory function seems to be working now although it was initially hit and miss. Despite the glitches in this new car, I think it's beautiful and I love almost everything else about it. I am still hoping that a solution will be found for this annoying problem. Having driven a Lexus for 7 years prior to the Mercedes, I was used to reliability and perfection. Never expected a new car, especially a Mercedes, to have problems like this. On the positive side, the car is quiet and luxurious on the inside with user friendly technology. ",The car met all my expectations. Having owned one before I was impressed with the updates they have made over the years. Smooth ride with all the toys. ,"I've owned many Mercedes Benz vehicles because they are solidly built, dependable and possess the latest safety and technology features. My lease was up on my 2018 S450 so I decided on the E450 4MATIC Sedan. I picked it up on May 4th, 2020. What a car! The first noticeable attribute was the razor sharp cornering and handling with unbelievable acceleration and power. The responsiveness of the car to driver input is phenomenal. My car is fully loaded with Driver's Assistance, Exterior Lighting, Parking Assistance, AMG, Premium, Panorama Roof, 19"" AMG Wheels/Tires Packages. Impressive array of technology coupled with a smart phone app that provides huge amounts of data about the vehicle (Mercedes Me Connect). I love this car! Seats are comfortable and visibility outstanding. It is quieter than one would think for a 362 hp twin turbo V6 engine and performance all season run flat tires. Audio system is terrific with HD AM/FM tuning as well as Apple Car Play for hands-free control over music. The styling is more like a baby S Class Sedan with LED front and rear lights. I recommend a test drive in an E350 and then an E450 to truly appreciate the superiority of the E450 4MATIC (AWD). This is truly a vehicle made for a driver who appreciates a car that fits like a glove. I have owned this car for 7 months now and have 3900 miles on the odometer. I have not had to bring the car in to the service department in all these months except to change windshield wipers that tend to ÂgchatterÂh in heavy, consistent rain. The problem remains to be a nuisance to me, but there are no satisfactory solutions to this problem after many visits to service to alleviate this annoying anomaly. The vehicle remains to be the best handling and most powerful car I have ever owned. The technology and safety features have kept me out of potentially dangerous situations such as backing out of a parking space and having the car brake automatically when an oncoming car or pedestrian approaches from the left or right rear of the car. The blind spot monitors have worked impeccably when on the interstate or on local highways. The advanced technology requires a tremendous learning curve to master (about 2-3 weeks) due to the various settings and adjustments, however well worth the time and patience as the results are amazing. The maneuverability of the car is truly awesome - it quickly responds to driver input and manages its way beautifully in heavy traffic. Acceleration is outstanding with the bi-turbo 362 hp V6 engine. Accessing the many technical and audio features via the controller or voice activation is well appreciated as is the advanced GPS system. In summary, I continue to enjoy this vehicle immensely. ","This beautiful car was delivered to me directly from Germany. Brand new from the factory. Ordered it loaded with options; all leather interior, wood and leather steering wheel, ventilated seats, Burmester sound system etc. The first thing that was pointed out to me by the dealership was the scratch on the hood. Yes, there was a scratch that happened during shipping. I wasn't pleased but of course they're going to fix it. Upon arriving at home with the new car I noticed that the driver's seat did not move back and the seatback actually pushed me forward into the steering wheel when I turned the car off. I was shocked when this happened, as the seatback angle was quite extremely angled toward the wheel. I worked with the ""easy enter/exit"" settings to no avail. This thing was malfunctioning no matter what I did. The car has been to the dealership twice for this problem and it is STILL not fixed. I finally gave up and turned off the enter/exit function. So now I have to manually slide the seat back when getting in and out of the car. The seat memory function seems to be working now although it was initially hit and miss. Despite the glitches in this new car, I think it's beautiful and I love almost everything else about it. I am still hoping that a solution will be found for this annoying problem. Having driven a Lexus for 7 years prior to the Mercedes, I was used to reliability and perfection. Never expected a new car, especially a Mercedes, to have problems like this. On the positive side, the car is quiet and luxurious on the inside with user friendly technology.  The car met all my expectations. Having owned one before I was impressed with the updates they have made over the years. Smooth ride with all the toys.  I've owned many Mercedes Benz vehicles because they are solidly built, dependable and possess the latest safety and technology features. My lease was up on my 2018 S450 so I decided on the E450 4MATIC Sedan. I picked it up on May 4th, 2020. What a car! The first noticeable attribute was the razor sharp cornering and handling with unbelievable acceleration and power. The responsiveness of the car to driver input is phenomenal. My car is fully loaded with Driver's Assistance, Exterior Lighting, Parking Assistance, AMG, Premium, Panorama Roof, 19"" AMG Wheels/Tires Packages. Impressive array of technology coupled with a smart phone app that provides huge amounts of data about the vehicle (Mercedes Me Connect). I love this car! Seats are comfortable and visibility outstanding. It is quieter than one would think for a 362 hp twin turbo V6 engine and performance all season run flat tires. Audio system is terrific with HD AM/FM tuning as well as Apple Car Play for hands-free control over music. The styling is more like a baby S Class Sedan with LED front and rear lights. I recommend a test drive in an E350 and then an E450 to truly appreciate the superiority of the E450 4MATIC (AWD). This is truly a vehicle made for a driver who appreciates a car that fits like a glove. I have owned this car for 7 months now and have 3900 miles on the odometer. I have not had to bring the car in to the service department in all these months except to change windshield wipers that tend to ÂgchatterÂh in heavy, consistent rain. The problem remains to be a nuisance to me, but there are no satisfactory solutions to this problem after many visits to service to alleviate this annoying anomaly. The vehicle remains to be the best handling and most powerful car I have ever owned. The technology and safety features have kept me out of potentially dangerous situations such as backing out of a parking space and having the car brake automatically when an oncoming car or pedestrian approaches from the left or right rear of the car. The blind spot monitors have worked impeccably when on the interstate or on local highways. The advanced technology requires a tremendous learning curve to master (about 2-3 weeks) due to the various settings and adjustments, however well worth the time and patience as the results are amazing. The maneuverability of the car is truly awesome - it quickly responds to driver input and manages its way beautifully in heavy traffic. Acceleration is outstanding with the bi-turbo 362 hp V6 engine. Accessing the many technical and audio features via the controller or voice activation is well appreciated as is the advanced GPS system. In summary, I continue to enjoy this vehicle immensely. ","{'neg': 0.052, 'neu': 0.756, 'pos': 0.191, 'compound': 0.9993}",0.9993,5
78,mercedes GL Class,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
79,mercedes CLS Class,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
80,mercedes CLC Class,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
81,mercedes CLA Class,5.0,Technology and safety features are exceptional. Luxurious and sporty. Love my new vehicle.,"Excellent car Luxury and excellent handling and fast, sure you cant ask for anything more with the way the Car looks and Handle.",,"Technology and safety features are exceptional. Luxurious and sporty. Love my new vehicle. Excellent car Luxury and excellent handling and fast, sure you cant ask for anything more with the way the Car looks and Handle. ","{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.9493}",0.9493,5
82,mercedes V Class,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
