title,review,rating
2006 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),Very comfortable and smooth ride. A good compromise between German technology and American way of building comfortable cars. CanÂt wait to try it in snow and ice.,3.0
2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),"I bought my RT almost 2 years ago. I saw it, drove it, and had to have it. I have loved everything about it. Everyday driveing it has been perfect. As for hauling, I put 8 6ft banquet tables and 20 folding chairs in the back. (Yes, in one load) Only down side is snow performance but you cant have everything. She has great style, comfort, usefullness, power, breaking,cornering and reliablity.",3.0
2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),"I wanted the Magnum and talked my wife into getting rid of her Toyota. She liked the Toyota but it was getting a few years older and I wanted a Magnum. So everytime I saw one I said ""honey look there is another one"". It didn't take long for the Magnum to grow on her. She loves her new Magnum. I put a billet grill on it. The chrome pillers and back lights. Also the door handles and mirror are now chrome. We have the hottest Magnum in the Las Vegas area. Everyone in town that has a Magnum thinks ours is a custom Magnum. I won't tell them where I got my parts from. Let them do some work to make theirs maybe as nice as ours.",3.0
2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),I fell in love when I first saw the Magnum but to actually own one is a dream come true. To have the Hemi and the power in a station wagon is so wonderful. You have the power of a truck or SUV but the space and comfort of a mini van. I am completely happy and satisfied with my vehicle and cannot wait to drive it everyday. It goes when I need it to and gives me the comfort and safety I need on the roads today.,3.0
2006 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),"Only had a couple months, but I'm loving it so far. Very fun to drive, and plenty of power. Fuel economy just under the 17 MPG city. But, this car needs the 8 cylinder, not the 6. I don't have the navigation, but the satellite radio, electronics group, sun roof and convenience group are great additions. This has more storage room in the back than our mini-van when both of the bench seats are in it. I'm 6'2"" and feel very comfortable in this. Takes a little bit of time to get use to the viewability out the windows, but with the small round mirrors added to the side view mirrors, you should do fine. No regrets so far!",3.0
2006 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"There is no better way to say this: I have never been happier with any car (and I've had quite a number of them) than I am with my Magnum SXT AWD. I chose the 3.5L V-6 because 250 HP is a lot of power, no matter how you cut it. The AWD keeps the wheels firmly planted. I corner hard, and this thing hasn't even squealed the tires a bit. So far, I'm averaging 17.5-19.0 mpg, combined, and driving habits give you the predictable results in that area. Style: this car has it in abundance. It rides like a dream, courtsey the chassis and tranny from the Mercedes E- class underneath. Interior is beautiful, elegant, with a touch of attitude. I've never been happier with any car, ever.",3.0
2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),"This was my one and only chance to avoid a mini van or the absurd badly built and ill concieved SUV. It basically does the job, looks the dogs, drives as if on rails and is very solid. Gas mileage OK. All sorts of folks still stop and stare at it and ask about it. You can forget about the baby seat in the back driving this. They need to sell a aftermarket kit to unpimp this ride. The traction in the snow was ok, even without chains",2.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),This car is an animal. try to find a wagon that looks this cool and runs like a muscle car. Very low production. Prices are rising with low mileage cars hard to find. Buy one now.,3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"Bought a new SRT Magnum for my own retirement gift in 2007. Simply loved it but eventually sold it to a friend's son who kept bugging me for it (for 3 years). After that I owned 2 Chargers, 1 R/T, 1 SRT and a Chrysler 300C. I really missed the wagon because of the versatility and nasty looks so when I was able to find the second wagon I grabbed it. Never have had any issues with any of these vehicles but then I take care of all the maintenance/repair myself so no one can mess them up. There is a HUGE difference between the 5.7 and 6.1 Hemi LX cars pretty much in all respects so for me it will always be the SRT. The 6.1 responds very well to small changes (tuning,exhaust,CAI) and kicks real butt when you also loose 150-200 lbs of weight from the car which is not that hard to do. Even with the 12 sec. 1/4 mile performance I get around 23mpg on 75mph trips. Best of both worlds and the darn thing is a wagon to boot! Kudo's to the SRT team. This gang has brought back the old day attitude and swagger we had in the 60's and early 70's. Chrysler leads and the others follow ( after complaining and trash talking about being beaten of course). Some things never change.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"My car 06 magnum srt-8 drives perfect for road racing, acceleration stopping night driving, looks (without a doubt) when backing just force yourself to turn your old tired body around an take a good look, blind spot is there in the back. Only thing I can see is when trying to drive down long straight roads the long wheelbase and ten inch tread in the front goes away from straight much easier than smaller tread tires but it corners unbelievable for a 4,300 lb. wagon with a long wheelbase, I'll take the cornering ability anytime. Ownership of my car has been a long time coming (since 1962) I've always coveted the big cubic inch Dodges and Plymouths, HA thought it was crippling at 4,600.00,",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"I tracked the SRT8 Magnum since it was first shown and then in to production. Since my wife has a R/T Magnum, when I could get an SRT8 there was no hesitation. It is quick, I have out performed many much higher priced cars, walked away from a M5, X5 and other hi pro cars. The car is a natural street ""looker"" and is well liked by ""car people"". The Red Pearl color is perfect and reinforces the design and general performance stance. I think Dodge has a winner here and every day I drive it I like it more. No matter what my mood, it gets better when I fire up the 6.1 Hemi. The only thing I would change is to make the exhaust ""growl"" more at idle and normal low end driving.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"The SRT8 Magnum is a thrill to drive and brings back muscle car excitment! As your heartbeat increases and your palms get moist, you accelerate from a complete stop, the G-forces press you into the seat and you smile as the speedometer eclipses the century mark in under 13 seconds. The highly bolstered seat holds you comfortably in place as you execute corners like you're glued to the road. This automobile is also practical because you can take along three passengers and their luggage with ease. I would recommend you at least test drive a SRT8 vehicle before you buy anything else!",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),When you need a car that can haul and haul your stuff this is it. A true sleeper. I stepped up from a SRT4 and never looked back. If only it had the 300C interior and a bigger rumble out the exhaust. You have to go with black as your color choice. It looks so mean in black. Uses a lot of gas but what 6.1L station wagon doesn't? Ride is smooth and seats are great for long trips. Easy to drive with a great turn radius. U-turns are a breeze. Stops on a dime and handles better than most cars on the road. If you can afford a SRT8 go for it.,3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),I love my SRT8 and am still amazed at its driving capabilies and stopping power. This car is a must for a hot rod momma!,3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"A great excuse to buy a hotrod and say it's for the family. Amazing perforance as expected. You sink into the deep bucket seats when you step on the gas. A lot of looks and compliments from other drivers and curious onlookers. Fun and functional, I can carry my boys in the back and still have plenty of room in the front for me. I'm 6-4 so that was important. A real sleeper for people that don't recognize what exactly the SRT-8 badge means. I have routinely smoked other unsuspecting sports cars. Always great fun.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"This car has great power, great styling, and gets pretty good gas mileage, but it rides like a Caddy and handles like a Vette. The thing I like about this car is that it seats 5 and has plenty of cargo room. I was a little afraid to buy it ,but once I drove it, and my wife drove it, I realized I made the right choice",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"I traded a Volvo V70R for the Magnum SRT8 and I haven't regretted my decision. This car is a blast to drive. it's just so darn fast when you get on it. My 5 year old calls it the ""Mommy Hot Rod"".",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),Two words describe this vehicle: fun and functionality. MPG? No. SPM (smiles per mile) outstanding!,3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"Aside from rather poor rear quarter visibility, that impossible-not-to- damage-while-parking lower front clip, and a seeming inability to ""memorize"" my garage door opener code, the car has been entirely trouble free. The concept is a superb one. Who says station wagons have to be snails? The interior cargo space includes handy grocery racks and a host of fascinating little compartments and such. And, while the interior decor is a bit Spartan, the seats are comfortable and all the controls are conveniently placed.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"Not only is the 2006 Magnum a beautiful design it also has the awesome power that Dodge used to have back in the late 60's early 70's. You have the modern luxuaries of a Mercedez Benz and the ""holy cow"" power of a 1970 Hemi Roadrunner. My SRT Magnum came with GPS, Sirius Satelite Radio, all leather interior, (Gray on Black-Standard for SRT8) steering wheel remotes, sunroof and digital gauges with white face gauges. The new Hemi 6.1 liter is just as appealing to look at as the rest of the car. I do feel that the exhuast could have been a bit throatier, however you do hear the engine well at 6000 rpms. The ride and handling is smooth and confortable. All this for $40,000. I did well.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"Wow! This is one incredibly fast car. It replaced my Magnum RT, already a fast car. This one simply flies. The whole car has been upgraded from the suspension to the transmission to the brakes. It feels like a complete package. Handles suprisingly well for a 4300lb car. Seats are terrific, way better that the stock RT seats. Driving the car is an exercise in right foot restraint. The barritone soundtrack that comes with a quick jab of the throttle is worth the price of admission alone. The thrust that comes with this right foot exercise is very impressive indeed. Remember, this car has more horsepower than any Corvette (except Z06) produced in the last 25 years. Overall, a blast to drive!",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),The up grade from my '05 R/T has been very exciting. The acceleration and roar from the HEMI makes it hard to drive it slow. My gas mileage has been the same as my R/T.,2.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"This car is unbelievable. It has room for the family and to haul different odds and ends. Even with 425 horses I have been getting 17-18mpg around and about town along with an occasaional jaunt on the thruway. But don't let me kid you, if you don't keep your foot out of it, which can be hard with the sensation you get when the motor starts to open up, the mileage will drop in a hurry. This car is almost too nice to drive on a daily basis. But what the heck, enjoy it. You only live once.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"This car is unbelievable. Great performance and mpg isn't all that bad 18.5 average. I only got 23 on my Accord and I haven't had to take it into the dealer for any of the usual ""new car"" problems-this is my 2nd Magnum-1st was and R/T-plus I don't know what all the hubbub is about w/ the Asian cars I had two and they both left me stranded and unsure if they would start. Thanks but IÂll stick w/ the GM Ford & Chrysler that always seem to get knocked for fit and finish. Everyone IÂve had I put minimum of 150,000 miles and w/ no trouble other than the usual wear items-LOF battery brakes.",2.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"Dodge didn't waste any money on bling bling here. Everything you need is covered, but the magic is underneath. The motor is a split personality crazy man. quiet and smooth when you need it to be. Step on the pedal and you are in another dimension. Amazing torque and acceleration(especially for a heavy car). Handles tight and the SRT8 seats are perfection. If you crave attention buy another car- although this car gets a knowing glance from anyone who understands Dodge's secret society. Generally you get the glance as you blast past them on straight AND twisty roads. Outward vision isn't great but you gain confidence in your mirrors after awhile. Build quality so far is excellent. Rock on",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"My SRT my car has spent more time in the shop than on the road. Dodge can not figure out why it won't start, they'll get it running then suddenly it wont start again. Handled and performs great when it runs. Being returned under the lemon law and no, I will not get another.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"We love this car. We had a magnum Rt and when this car came out with the 6.1 we had to go get it. If you're worried about gas then maybe you should buy a Honda, but the braking and performance of this car is outragous. Much better than the rt. Nothing on the street can touch you. The power is unbelievable, you will be impressed. I hope this will help you and make sure you haggle to get that mark up down. They will do it. We got the car for 41 and people were out there paying 60, so make sure you are ready to walk. They wont let you leave.",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"Fastest vehicle on the road today besides the Charger RT Hemi. I have both cars and this one handles as good as the Charger. The Mercedez, BMW, the 'stang, Nissan, or any other car on the road cannot match this car or the Charger for performance, style, speed, or quality... I've tested all of the above and more and these two cars are the Kings of the road... I blew a vette and 2 'stangs off the road and as far as the Mercedez goes, no challenge...",3.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),I love my new car. This car has so many features that make it a real deal. The power is awesome and the comfort is great. Great car for my family of 3.,4.0
2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"This is truly an awesome vehicle. Also owning an SRT10, I am very impressed with the power and handling of this wagon. Great braking capabilities, and the handling is amazing. The interior is smooth and very comfortable. So far the only downside is MPG, but if that is what you are looking for in a car, the Hemi is not for you.",4.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"Love the way it drives, very fun vehicle. Comfortable like none I've ever had.",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),"Got my '07 Magnum R/T in Sept. '10 with only 11,700 miles on it...NICE! Like a brand-new car; flawless in and out. Runs like a scalded dog when I hop on the gas, and cruises nicely at both low and high speeds. Love it on the highway, love it on the country roads I drive 55 miles one way to work each day. Looks killer, nice rumble coming out of the pipes. I scored with a low-mileage car that had a great option package. The stereo is fantastic. Not as much space to haul my drums as my Buick LeSabre had, but I make do. My last three GM cars went over 255,000 miles, let's see how long this Dodge lasts. Wish it had a stick shift! This car is definitely a Big Dog even with an automatic. Lovin' it!",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"I Love my Magnum! It is great in the winter w/ the autostick and the gas mileage is not that bad either. Very roomy, much better w/ children than a CUV or Minivan! :0)",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"When I sold my business after 27 years I treated my self to my second new car, ever. I loved it until 48 hours later when the engine knocked like heck during warm up. I was told it might go away. 14k later a new short block was in stalled. A trans recall for reprogramming, brakes warped, tie rod ends came loose, both tail lenses fogged up, the clear coat on the wheels peeled in 6k from rusty rotors,rear speakers buzz even on low volume, u-connect works less than half the time but only while answering the phone. (you get a call, you push the button, it tells you your phone is unavailable!)Frustrating!. SYNC in my wife's ford works much better. I wanted to buy American and still glad I did.",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),"If you are looking for a slightly used cross over, I highly recommend the Dodge Magnum instead. First Dodge I've owned, and I love it! Fantastic alternative to those boring CUVs. I drove Jeeps for 12 years (last 3 was a Commander), and wanted something better on gas, but more fun on the road. The Magnum has a deeper cargo area than our Nissan Murano ('07 SL), costs less, and is 100% more fun to drive. My wife discovered this, too and now I have to hide the keys to the Magnum. My daughter is 3, but already demands ""HEMI"". RT package is excellent, the torque from the HEMI is intense, but refined and smooth at normal speeds. Visibility is perfect with an aftermarket rear view mirror.",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),"I've already put 50000 miles on this awesome machine, and it still drives like it's brand new. My dogs like the cargo space, my family loves the ample leather space inside. I feel like this car is just going to go on forever, like an old pickup truck would. I think the hemi, and the heavy duty transmission are unstoppable.",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"I worked @ the dealership for 14mos. and drove all models available from SE to SRT. The 2.7L V6 in the SE just isn't powerful enough for a 4000 lb car, especially in steep climbs, and it dosen't have ESP like the SXT and higher models. I purchased my SXT, because the 3.5 L V6 has a very good track record of reliability and I could not afford the RT at the time. If you can afford the RT, GET IT instead of the SXT! If you can't, the SXT has most of the base features the RT has, including the 5 speed autostick trans. Use a high grade motor oil, I use CASTROL GTX or SYNTEC and have noticed an increased gas mileage of almost 5 mi./ gal. Some recalls exist, get them executed ASAP! Nice car!",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"Station Wagon on steroid, fun to drive with enough power on Hwy and city. Very good AWD. But.... I had to bring the vehicle twice to Dodge for engine failure. First time one of my valve broke, second time, the engine stall, the warning light stays on and ... still waiting for teh results. Not a reliable car",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"I was a 4wd driver for over 20yrs and decided because I live closer to work now and mileage is more of a concern I traded my 2005 silverado with all the toys and whistles in on my magnum. It handles like a dream. I have already gotten my very first speeding ticket (at age 51) as it goes quick a little too easy. I am not used to a lower profile and taking curves in the road is fun but it is great and the mileage is great too. The interior is a little lacking on mine but I don't spend that much time in it so it isn't a big deal. The stereo is better than I thought and it seems to be reliable so far. Over all I like my ""car"".",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),"I've owned a lot of cars from muscle cars to high-end european and this car is the absolute best buy ever. The performance, handling, looks and capacity are all incredible for the price (paid $25K with 8000 miles on it). I have spent many hours driving over mountain passes and interstates in horrible winter weather and this baby is rock solid. Maybe it's the Mercedes all wheel drive.",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),"Best car I have ever owned. The looks, the interior space and enough whip for V8 models and up! Good gas mileage for 340hp ( getting 19-20) Could have gotten better quality interior but very quiet and comfortable inside. Drove to NC and handled awesome around mountain roads. I test drove v6 and there is a big drop off ! Go Hemi, the best route to go.",4.0
2007 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),The car is very clean cut and has an aggressive look which I like. The horsepower sucks and wish I got the hemi model for that reason. Space and comfort is great though. Gas mileage stinks and I don't have a heavy foot.,3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"I bought a used 07 after renting an 08. Mine is 3.5L RWD, Inferno Red Pearl. BEE...UTIFUL!!! All leather and great stock stereo. Lots of space for my 3 tall teens. Awesome styling, very different from anything out there. A modern muscle car regardless of engine size. Joined a Magnum owners club last night and can't wait to cruise with all you Muscle Mag owners out there!",3.0
2007 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),"This car turns heads for a second look by all ages. Fun car to drive, I would have bought the 425 horse model if it weren't for price of gas.",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),"This Magnum R/T has Performance package. Bought it used,had 15,000 km built in July '07. Fun to drive. So far no issues. Get between 25-27 MPG when cruising with MDS engaged.",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),"Very attractive body style! My RT has 18s, nothing special, but I do plan on getting better performance tires and wheels after my first year with the car (8.08). Agree with some of the past comments about interior design, could've done better, especially that cruise control stick on the left. Had to add Navigational/6-CD, and BlueTooth for convenience; could use audio controls on the steering wheel (another option = $$). Blind spots can be trick at times, but when driving defensively, not that big of a problem! But still a problem. Brakes now beginning to squeak at 10K, need to have them checked out at next service.",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"Great Ride! Fun to drive. I got the SXT with leather, sun roof (huge opening), 3.5L V6. The 3.5 liter has great performance for the size of the ride. I think the 2.7L would be too small but just an opinion. Love the smooth ride (a lot of people don't know most of the suspension parts are Mercedes Benz). HUGE amount of cargo space in the back. And has a lot of great standard features. Would highly recommend to anyone looking for an SUV type cabin but a luxury type of ride. Cons: Cruise Control Stick design takes getting used to. Some blind spots on the sides of wind shield. Parking is kind of tough since its a long ride. A lot of backing out and straightening to get into spaces.",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"Fun car to drive. I installed a Jet chip to even out the sluggish starts. I can't complain, though it is only a V6 (3.5L) and not a Hemi. The chip worked nicely. Next is a K&N Air intake, cheap ways to gain a few more ponies.",3.0
2007 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),"Every time I see my car I can't believe how good it looks. @hat a beautiful, fun to drive vehicle it is. I wouldn't mind having one of the bigger engines, however I enjoy the gas mileage and can't complain about power or acceleration. Overall I'm very satisfied with my car, it gets me from point a to point b in style and comfort.",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"I had to decide what kind of car I was gonna get. I was more than surprised to realise that I was going to be buying an American Car (that wasn't a Jeep). After owning 3 BMW's, I was sure a European car would be sitting in the driveway but wow. The Magnum has been a favorite design since they hit the streets. After driving it, the handling, the fit and finish, the interior, the solid feel of well thought out construction, and most importantly, the way I feel when I'm driving this car. How did Dodge manage to keep the vehicle so tame and peaceful on the inside. It kinda feels like a Mercedes... OK, maybe it is the Daimler influence on Dodge.",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"Nice comfortable car with lousy windows and mediocre controls. What were they thinking? Hard to see stoplights, tops of hills etc. through narrow low windshield, the back has a narrow slit that gets dirty fast and is hard to see much in the rear either. Only question was where to mount the machine gun in the bunker. The cruise control, trip odometer are poorly located and designed, who needs an extra left handed stalk that runs right across the gas gauge. Did you hit the turn signal or the cruise control? Bad design. Controls and instruments have been much better designed in nearly all cars for over 50 years. Styling just to be different just dosen't cut it.",2.0
2007 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),"We recently took a 2300 mile trip in the car with four people and full of luggage, no problems. Ran great, average 20.9 mpg, even with a few high speed bursts.",3.0
2007 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),"This is the affordable fun wagon I was waiting for! V6 engine is plenty, but the SRT8 would be a dream!",3.0
2007 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),This car is wild. It actually drives like a race car. It gives reasonable economy with tremendous power,3.0
2007 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),"I own a 1969 Superbee, 1971 Cuda, & a 1981 Corvette and I have as much fun and more comfort in the Magnum as I do in all of the other cars I own. If you are looking for a car, I would highly recommend the Magnum. Dodge has discontinued this car which I think is very foolish.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),Very good powerful car. Plenty of towing power. You give up fuel economy in the city; about 20-21 mph highway. Would work well as a second car for a tradesman needing to carry equipment like tools or ladders. Have actually moved washers and dryers with mine. Also good as a trailer towing vehicle,3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I purchased this after a long search. I didn't want a cookie cutter SUV and a pick up truck didn't have the covered space I wanted. I looked for and found a perfect fit in the Magnum. It is a Muscle Wagon, with 340 HP and 390TQ, this thing hauls the mail and hauls a$$!! Just for giggles, I shut off the ESP and burned rubber for a block. Impressive......the ride is smooth and comfortable and though you won't confuse this with a F1 car, it does handle around the curves quite well. At 30 miles on my Interstate commute (I usually am doing 80...), I average 21 MPG. My Plymouth Sundance 2.2L auto is at 24MPG and 92 HP.....so this not much of a trade off. I really like this car. I found a 77K survivor with all the maintenance records, so this is like buying a new car. Highly recommend it!!",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"It is a very comfortable and spacious car. It is a muscle car and picks up speed easy. The heated seats are a blessing, especially when your back is aching, even in hot Arizona. Love the shape and look. It has many, many attributes. The air conditioning is the best and really cools the car quickly. Love this car and is probably the best I have ever owned.",3.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),"05 dodge magnum shifter gets stuck in park due to cheap you plastic in shift assembly. Had it repaired at dealer for 390 but still pump brakes to get it in gear. Engine rebuilt at 60,000 miles due to lifter failure and I use synthetic 05w20 oil. This is my 3rd dodge product, never buy another. I see why they got fined 105 million",2.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),"I am 6' 3"" my wife is 6'1"" and the youngest daughter is 6'4"",,,,,, there is no shortage of room in this car and the 5.7 Hemi has the power to make it move. The suspension rivals many sports cars and the weight distribution is 51/49 front/rear which adds to the handling capabilities. I did not buy it for fuel economy, but at 15 city and 24 highway I am more than pleased. One of the most fun cars I have owned and driven. It's a shame they stopped producing it",3.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),"Bought this one a few months ago with only 98,000 miles on it. I put mid grade gas. 45 dollars to fill up the tank and lasts a week. Putting about 40 miles daily. As long as oil change plug wires and fuel cleaner is done every 4,000 miles(full synthetic) sea foam fuel cleaner, runs perfect solid smooth. Oil change is about 70 16 plugs runs about the same for good quality. But on the highway no daily driver can catch up to you. Peaking at 148 mph. Back from jersey at night no Lexus or Mercedes can keep up. Warning pistons rated at a max of 500hp. Be careful tuning just add k&n flow master full exhaust w headers and family and muscle car can't ask for more as a family man.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),I bought an 05 sxt awd. it now has 89.000 miles on it and I have never had a problem. keep up with the required maintenance and it should last a long time. I installed a mopar cold air intake from mopar performance and bought a predator tuner and did the 93 octane performance tune and what a difference. with the predator it is like a different car. you can change the axle ratio for quicker acceleration and the transmission to shift firmer. you can make the autostik so it will not shift for you so you can actually hold the gear to the full 6.500 rpms.. my magnum is black and gets a lot of compliments. I just replaced the sparkplugs myself and taking off the upper intake manifold is not to bad,2.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),"Now when I bought this car new it was sitting on the show room floor and was loaded with every option the 05 had listed. Yes I even had heated seats WOW! $43.000 American, my first house cost 23,000. Bought it for my wife with dreams of getting it after she grew tried of it. Still waiting.....1st: The car was making a loud banging sound, when turning while backing up . Like the noise a locker rear-end makes when turning too fast (planetary gears both were replaced)..2nd: Real very weak transmission (everything replaced, was replaced with upgrade parts, from dodge). 4 torque converters later and many trans fluid flushes, it still shakes when it shifts from 2 to 3rd. It used to shake when shifting from 4th to 5th.. Next time the whole transmission will need to be overhauled. Seems the clutches begin to get shiny, from all the slipping. Truly only problems are the drivers seat cover leather and vinyl , replaced twice(vinyl cracks) , painted the front, top and back (clear pealed off), had the planetary gears (both AWD) replaced when new, and the real bad transmission. Seems this car will always have a bad transmission.. Two more real small things ...the GPS knob on the radio fill off and they don't make one that just snaps on, it means I don't have a map anymore.. The third light went out and takes a couple hours to replace, easier to replace the tailgate..Have you ever tried to change the fog lights Ha!",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"I have had my Magnum for about 4 months now and it is one of the best cars i have ever owned. The 2.7L motor has plenty of go, and haven't had any problems with the car so far. The design is nice and it is a fairly comfortable car, even for a guy like myself that is 6 foot 1 and 295 pounds. The seats took some getting used to (my other car is a 1983 Cadillac Deville, so the seats are like couches) but otherwise, i have no complaints. My wife uses this as her daily driver, and after adding a set of Firestone Winterforce studded tires to the car, we had no problems getting through the snow or ice in the winter. Overall, very satisfied and looking forward to owning this car for a lot of years.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),I have had my Magnum since 2006 purchased used.Just replaced the breaks and rotors at 76k miles on the front.Had to replace rotors because shop shaved too much off and they warped.Wife was in an accident 9 months ago hit by a Ford 1 ton duly 4wd truck.Hit right passenger quarter panel at 45mph.Repair costs just under $16k but they said the cars resale value was that and repaired it.Car was able to drive to curb but the Ford could not move :)No other problems to report because there have been none.,3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Initially, I loved this car but honestly how many of all the cars that have ever been made are terrible from day one.There are so many problems, that have nothing to do with operator error, like the windows regulator, headlights that either don't work or flicker and a shifter lever that was made so cheaply that apparently it is just short of recall, the list goes on and on.This car had so much potential, but the shoddy (and overpaid at $75 an hour) workmanship along with inferior parts combine to outweigh any positives or potential for greatness this car had.",3.0
